,index,StudioProjectName,StudioTestName,ParticipantName,MediaName,MediaPosX (ADCSpx),MediaPosY (ADCSpx),RecordingTimestamp,StudioEventData,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointX (ADCSpx),GazePointY (ADCSpx),EyePosLeftX (ADCSmm),EyePosLeftY (ADCSmm),Unnamed: 14,participant_identifier
1168,313,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5205,,580.0,576.0,759.0,584.0,174.61,132.59,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1169,314,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5222,,580.0,576.0,750.0,579.0,173.53,137.3,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1170,315,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5239,,580.0,576.0,744.0,579.0,173.69,137.44,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1171,316,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5255,,580.0,576.0,749.0,569.0,174.03,136.94,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1172,317,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5272,,580.0,576.0,746.0,580.0,174.08,137.53,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1173,318,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5289,,580.0,576.0,754.0,579.0,174.51,136.69,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1174,319,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5305,,,,732.0,580.0,174.22,138.66,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1175,320,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5322,,,,819.0,582.0,175.78,134.39,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1176,321,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5339,,,,905.0,581.0,175.36,138.05,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1177,322,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5355,,734.0,571.0,902.0,575.0,175.17,139.79,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1178,323,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5372,,734.0,571.0,898.0,570.0,175.72,138.58,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1179,324,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5388,,734.0,571.0,902.0,572.0,175.92,138.97,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1180,325,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5405,,734.0,571.0,921.0,584.0,176.84,136.52,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1181,326,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5422,,734.0,571.0,905.0,565.0,176.45,139.23,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1182,327,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5438,,734.0,571.0,912.0,575.0,177.03,138.19,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1183,328,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5455,,734.0,571.0,907.0,566.0,176.74,140.56,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1184,329,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5472,,734.0,571.0,901.0,572.0,177.02,140.45,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1185,330,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5488,,734.0,571.0,907.0,577.0,178.12,136.93,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1186,331,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5505,,734.0,571.0,910.0,574.0,177.55,139.95,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1187,332,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5522,,734.0,571.0,886.0,570.0,177.4,141.33,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1188,333,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5538,,734.0,571.0,905.0,561.0,177.5,141.5,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1189,334,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5555,,734.0,571.0,906.0,562.0,177.69,141.45,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1190,335,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5572,,734.0,571.0,911.0,566.0,177.7,141.99,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1191,336,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5588,,734.0,571.0,903.0,572.0,177.94,141.76,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1192,337,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5605,,734.0,571.0,899.0,565.0,177.83,142.85,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1193,338,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5622,,734.0,571.0,892.0,567.0,178.01,142.97,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1194,339,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5638,,734.0,571.0,908.0,569.0,178.28,142.74,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1195,340,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5655,,734.0,571.0,907.0,576.0,178.44,142.88,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1196,341,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5671,,,,837.0,508.0,178.65,141.95,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1197,342,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5688,,,,737.0,378.0,180.23,134.69,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1198,343,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5705,,,,643.0,276.0,181.52,128.52,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1199,344,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5721,,,,604.0,223.0,183.6,119.59,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1200,345,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5738,,,,607.0,224.0,183.83,118.24,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1201,346,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5754,,,,607.0,230.0,183.83,117.85,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1202,347,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5771,,,,557.0,181.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1203,348,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5788,,399.0,184.0,564.0,188.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1204,349,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5805,,399.0,184.0,566.0,187.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1205,350,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5821,,399.0,184.0,583.0,183.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1206,351,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5838,,399.0,184.0,569.0,179.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1207,352,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5854,,399.0,184.0,567.0,179.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1208,353,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5871,,,,583.0,169.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1209,354,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5888,,,,576.0,172.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1210,355,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5904,,,,657.0,250.0,180.2,126.68,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1211,356,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5921,,,,772.0,349.0,177.39,138.87,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1212,357,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5937,,,,871.0,448.0,178.57,134.83,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1213,358,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5954,,,,879.0,458.0,178.09,136.64,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1214,359,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5971,,,,883.0,450.0,178.81,133.65,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1215,360,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,5988,,,,878.0,475.0,178.2,136.29,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1216,361,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6004,,709.0,475.0,884.0,471.0,179.06,133.23,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1217,362,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6021,,709.0,475.0,879.0,468.0,179.07,133.78,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1218,363,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6038,,709.0,475.0,869.0,482.0,179.45,132.89,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1219,364,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6054,,709.0,475.0,886.0,473.0,179.21,134.64,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1220,365,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6071,,709.0,475.0,878.0,478.0,179.83,133.07,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1221,366,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6088,,,,881.0,490.0,180.01,133.34,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1222,367,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6104,,,,849.0,445.0,177.58,144.62,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1223,368,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6121,,,,864.0,457.0,179.11,139.5,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1224,369,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6138,,,,860.0,456.0,178.77,142.53,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1225,370,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6154,,,,914.0,520.0,179.23,142.72,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1226,371,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6171,,,,918.0,510.0,179.66,142.46,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1227,372,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6188,,,,928.0,524.0,180.69,139.84,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1228,373,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6204,,,,925.0,497.0,179.62,146.69,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1229,374,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6221,,,,910.0,508.0,179.5,149.52,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1230,375,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6238,,,,914.0,526.0,180.27,148.13,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1231,376,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6254,,,,921.0,536.0,182.79,138.94,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1232,377,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6271,,,,935.0,540.0,182.3,143.36,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1233,378,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6288,,,,926.0,554.0,184.02,137.7,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1234,379,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6304,,,,924.0,538.0,183.12,144.23,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1235,380,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6321,,,,927.0,564.0,184.87,138.35,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1236,381,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6338,,,,918.0,537.0,183.95,145.33,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1237,382,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6354,,,,917.0,535.0,185.78,139.24,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1238,383,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6371,,,,919.0,563.0,186.61,138.04,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1239,384,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6388,,,,917.0,537.0,186.24,143.17,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1240,385,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6404,,,,921.0,556.0,187.56,139.75,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1241,386,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6421,,750.0,543.0,920.0,551.0,188.26,139.75,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1242,387,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6437,,750.0,543.0,923.0,537.0,188.46,142.76,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1243,388,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6454,,750.0,543.0,921.0,541.0,189.88,139.17,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1244,389,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6471,,750.0,543.0,924.0,539.0,190.21,141.8,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1245,390,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6488,,750.0,543.0,918.0,544.0,191.01,142.0,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1246,391,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6504,,750.0,543.0,917.0,542.0,191.89,141.74,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1247,392,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6521,,,,925.0,571.0,194.08,133.35,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1248,393,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6538,,,,912.0,541.0,193.59,141.66,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1249,394,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6554,,,,911.0,556.0,194.98,138.14,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1250,395,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6571,,,,921.0,575.0,196.56,132.91,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1251,404,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6721,,,,909.0,568.0,203.34,132.12,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1252,405,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6737,,,,790.0,470.0,203.72,132.4,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1253,413,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,6870,,,,500.0,150.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1254,422,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7020,,,,524.0,120.0,204.04,135.86,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1255,423,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7037,,,,519.0,132.0,203.94,135.93,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1256,424,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7054,,,,526.0,134.0,203.84,135.99,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1257,425,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7070,,,,511.0,124.0,203.79,136.03,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1258,426,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7087,,,,516.0,124.0,203.67,136.0,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1259,427,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7103,,,,539.0,113.0,203.58,135.95,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1260,428,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7120,,,,522.0,146.0,,,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1261,435,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7237,,,,692.0,167.0,202.87,132.8,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1262,449,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7470,,,,668.0,186.0,193.54,132.57,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1263,453,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7537,,492.0,186.0,663.0,187.0,190.32,133.18,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1264,454,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7554,,492.0,186.0,670.0,186.0,189.45,133.36,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1265,455,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7570,,492.0,186.0,664.0,184.0,188.54,133.35,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1266,456,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7587,,492.0,186.0,661.0,177.0,187.65,133.39,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1267,457,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7604,,492.0,186.0,655.0,192.0,186.75,133.42,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1268,458,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7621,,492.0,186.0,663.0,184.0,185.86,133.4,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1269,459,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7637,,492.0,186.0,655.0,185.0,184.99,133.38,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1270,460,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7654,,,,676.0,195.0,184.01,133.34,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1271,461,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7671,,,,691.0,194.0,183.13,133.19,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1272,462,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7687,,505.0,202.0,686.0,196.0,182.32,132.97,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1273,465,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7737,,505.0,202.0,685.0,195.0,180.63,130.42,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1274,466,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7754,,505.0,202.0,681.0,205.0,179.98,129.91,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1275,467,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7770,,505.0,202.0,677.0,214.0,179.31,129.59,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1276,468,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7787,,505.0,202.0,673.0,209.0,178.32,130.58,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1277,469,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7804,,505.0,202.0,678.0,203.0,177.91,129.54,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1278,470,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7820,,505.0,202.0,683.0,210.0,177.56,128.45,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1279,471,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7837,,505.0,202.0,677.0,196.0,176.69,129.44,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1280,472,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7853,,505.0,202.0,681.0,202.0,176.2,129.24,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1281,473,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7870,,505.0,202.0,682.0,216.0,175.87,128.66,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1282,474,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7887,,505.0,202.0,678.0,205.0,175.33,128.96,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1283,475,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7904,,505.0,202.0,678.0,201.0,174.97,128.72,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1284,476,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7920,,505.0,202.0,675.0,208.0,174.57,128.7,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1285,477,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7937,,505.0,202.0,675.0,202.0,174.35,128.17,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1286,478,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7953,,505.0,202.0,671.0,203.0,174.05,128.11,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1287,479,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7970,,505.0,202.0,677.0,210.0,173.5,128.93,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1288,480,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,7987,,505.0,202.0,672.0,209.0,173.54,127.97,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1289,481,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8003,,505.0,202.0,678.0,200.0,173.29,128.07,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1290,482,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8020,,505.0,202.0,673.0,198.0,173.16,127.97,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1291,483,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8037,,505.0,202.0,672.0,196.0,173.07,127.87,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
1292,484,MAP Protocol,VS_B,ADMI_005_P1,Social Array 3  3 to 3.bmp,171.0,0.0,8053,,505.0,202.0,676.0,198.0,172.83,128.43,,MAP Protocol_VS_B_ADMI_005_P1_VSB.tsv
