         1423357 function calls (1413174 primitive calls) in 5.420 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.174    0.174 controller.py:55(<lambda>)
        7    0.000    0.000    0.000    0.000 parse.py:86(clear_cache)
        1    0.000    0.000    0.006    0.006 api.py:109(_get_combined_index)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
        3    0.000    0.000    0.000    0.000 numpy_.py:371(to_numpy)
        9    0.000    0.000    0.000    0.000 blocks.py:261(fill_value)
        9    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 {built-in method builtins.__import__}
        1    0.000    0.000    0.000    0.000 {built-in method setOrientation}
        4    0.000    0.000    0.000    0.000 {built-in method setGeometry}
        2    0.000    0.000    0.000    0.000 {built-in method sizePolicy}
      2/1    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 sre_compile.py:536(_compile_info)
        5    0.000    0.000    0.000    0.000 algorithms.py:231(_ensure_arraylike)
        3    0.000    0.000    0.000    0.000 construction.py:405(ensure_wrapped_if_datetimelike)
        1    0.000    0.000    0.000    0.000 base.py:6189(<listcomp>)
        2    0.000    0.000    0.000    0.000 base.py:6190(<genexpr>)
       12    0.000    0.000    0.000    0.000 concat.py:135(<genexpr>)
        1    0.000    0.000    0.011    0.011 concat.py:538(<listcomp>)
        1    0.000    0.000    0.011    0.011 concat.py:535(_get_new_axes)
        3    0.000    0.000    0.000    0.000 generic.py:3834(_set_is_copy)
        7    0.000    0.000    0.000    0.000 qobjectcreator.py:61(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.001    0.001 controller.py:67(setup_static_selection_menus)
       24    0.000    0.000    0.000    0.000 multiarray.py:1054(copyto)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
       24    0.000    0.000    0.000    0.000 shape_base.py:20(_atleast_1d_dispatcher)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:1823(_nonzero_dispatcher)
        5    0.000    0.000    0.000    0.000 concat.py:501(_is_uniform_reindex)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method hasHeightForWidth}
        2    0.000    0.000    0.000    0.000 {built-in method setHorizontalStretch}
        1    0.000    0.000    0.000    0.000 {built-in method setVerticalScrollBarPolicy}
        2    0.000    0.000    0.000    0.000 {built-in method setPointSize}
        1    0.000    0.000    0.000    0.000 enum.py:841(__and__)
        1    0.000    0.000    0.000    0.000 view_analysis_type_selection.py:53(setup)
       11    0.000    0.000    0.000    0.000 properties.py:139(_bool)
        2    0.000    0.000    0.001    0.000 uiparser.py:58(_parse_alignment)
        1    0.000    0.000    0.000    0.000 view_participant_selection.py:102(enable)
        1    0.000    0.000    2.350    2.350 controller.py:75(load_data)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        6    0.000    0.000    0.000    0.000 model_data.py:36(get_instance)
        1    0.000    0.000    0.000    0.000 base.py:1313(set_names)
        1    0.000    0.000    0.000    0.000 model_stimulus_selection.py:25(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:598(_transpose_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {built-in method addItem}
        1    0.000    0.000    0.000    0.000 {built-in method setFrameShadow}
        1    0.000    0.000    0.000    0.000 {built-in method setKerning}
        4    0.000    0.000    0.000    0.000 re.py:254(escape)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
       18    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        8    0.000    0.000    0.000    0.000 uiparser.py:529(setArray)
        1    0.000    0.000    0.000    0.000 uiparser.py:895(readResources)
        1    0.000    0.000    0.000    0.000 uiparser.py:915(createConnections)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        5    0.000    0.000    0.000    0.000 view_stimulus_selection.py:40(get_instance)
        2    0.000    0.000    0.000    0.000 model_stimulus_selection.py:32(get_instance)
        7    0.000    0.000    0.000    0.000 view_participant_selection.py:53(get_instance)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
        5    0.000    0.000    0.000    0.000 blocks.py:308(__len__)
        3    0.000    0.000    0.000    0.000 managers.py:303(__len__)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        3    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method setSizePolicy}
        3    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        2    0.000    0.000    0.000    0.000 enum.py:289(__call__)
        2    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        2    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        3    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        7    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
        1    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
       10    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
        1    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
        1    0.000    0.000    0.000    0.000 frozen.py:66(__getitem__)
        1    0.000    0.000    0.006    0.006 concat.py:542(_get_comb_axis)
        1    0.000    0.000    0.000    0.000 view_plot.py:29(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:52(createToplevelWidget)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:79(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        4    0.000    0.000    0.000    0.000 model_participant_selection.py:40(get_instance)
        1    0.000    0.000    0.000    0.000 glob.py:145(has_magic)
        3    0.000    0.000    0.000    0.000 dispatch.py:11(should_extension_dispatch)
        3    0.000    0.000    0.000    0.000 common.py:70(get_op_result_name)
        1    0.000    0.000    0.006    0.006 api.py:65(get_objs_combined_axis)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:403(cached)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
        3    0.000    0.000    0.000    0.000 numpy_.py:202(__array__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        6    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {method 'iter' of 'xml.etree.ElementTree.Element' objects}
        2    0.000    0.000    0.000    0.000 {built-in method setBold}
        2    0.000    0.000    0.000    0.000 enum.py:531(__new__)
        1    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        3    0.000    0.000    0.000    0.000 series.py:641(__len__)
        1    0.000    0.000    0.002    0.002 loader.py:48(__init__)
        1    0.000    0.000    0.000    0.000 view_main.py:25(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        6    0.000    0.000    0.000    0.000 properties.py:69(<lambda>)
        3    0.000    0.000    0.000    0.000 properties.py:391(getAttribute)
        2    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        3    0.000    0.000    0.000    0.000 icon_cache.py:31(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        5    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
        5    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
       24    0.000    0.000    0.000    0.000 uiparser.py:133(peek)
        1    0.000    0.000    0.000    0.000 common.py:156(not_none)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:46(_QtWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:133(createCustomWidgetLoader)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       15    0.000    0.000    0.000    0.000 ElementPath.py:96(prepare_child)
        9    0.000    0.000    0.000    0.000 ElementPath.py:111(prepare_self)
        1    0.000    0.000    0.000    0.000 controller_participant_selection.py:25(get_instance)
        1    0.000    0.000    0.000    0.000 controller_participant_selection.py:19(__init__)
        1    0.000    0.000    0.000    0.000 model_data.py:27(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1392(rename)
        1    0.000    0.000    0.000    0.000 api.py:232(_sanitize_and_check)
        8    0.000    0.000    0.000    0.000 numeric.py:164(_is_all_dates)
        1    0.000    0.000    0.000    0.000 view_participant_selection.py:38(__init__)
      4/2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
        1    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7ff6b8927ef0}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 {built-in method setHeightForWidth}
        1    0.000    0.000    0.000    0.000 {built-in method setMaximum}
        1    0.000    0.000    0.000    0.000 {built-in method setSingleStep}
        1    0.000    0.000    0.000    0.000 {built-in method setValue}
        2    0.000    0.000    0.000    0.000 {built-in method setItalic}
        2    0.000    0.000    0.000    0.000 {built-in method setWeight}
        1    0.000    0.000    0.000    0.000 re.py:234(compile)
        2    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        1    0.000    0.000    0.000    0.000 sre_compile.py:598(_code)
        1    0.000    0.000    0.000    0.000 view_analysis_type_selection.py:32(__init__)
        1    0.000    0.000    0.000    0.000 view_analysis_type_selection.py:39(get_instance)
        1    0.000    0.000    0.000    0.000 view_data_type_selection.py:32(__init__)
        1    0.000    0.000    0.000    0.000 view_data_type_selection.py:39(get_instance)
        1    0.000    0.000    0.000    0.000 view_plot.py:43(get_instance)
        1    0.000    0.000    0.000    0.000 <string>:25(<module>)
        1    0.000    0.000    0.000    0.000 properties.py:92(set_base_dir)
        1    0.000    0.000    0.000    0.000 properties.py:131(_number)
        1    0.000    0.000    0.000    0.000 properties.py:451(_ignore)
        1    0.000    0.000    0.000    0.000 icon_cache.py:39(set_base_dir)
        1    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
        1    0.000    0.000    0.000    0.000 uiparser.py:834(addActions)
        1    0.000    0.000    0.000    0.000 uiparser.py:846(setDelayedProps)
        1    0.000    0.000    0.000    0.000 uiparser.py:854(setBuddies)
        1    0.000    0.000    0.000    0.000 ElementTree.py:560(getroot)
        1    0.000    0.000    0.000    0.000 concat.py:529(_get_result_dim)
        1    0.000    0.000    0.000    0.000 concat.py:602(_maybe_check_integrity)
        1    0.000    0.000    0.000    0.000 view_error.py:26(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:47(DynamicUILoader)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:60(_ModuleWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:78(_CustomWidgetLoader)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:124(__init__)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:127(createQtGuiWidgetsWrappers)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:123(LoaderCreatorPolicy)
        1    0.000    0.000    0.000    0.000 <string>:43(<module>)
        1    0.000    0.000    0.000    0.000 model_participant_selection.py:34(__init__)
        1    0.000    0.000    0.000    0.000 glob.py:22(iglob)
        3    0.000    0.000    0.000    0.000 base.py:756(_maybe_disallow_fill)
        1    0.000    0.000    0.000    0.000 view_stimulus_selection.py:32(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method setVerticalStretch}
        1    0.000    0.000    0.000    0.000 sre_compile.py:423(_simple)
        3    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 <string>:32(moduleInformation)
        1    0.000    0.000    0.000    0.000 uiparser.py:874(setContext)
        1    0.000    0.000    0.000    0.000 uiparser.py:991(finalize)
        1    0.000    0.000    0.000    0.000 ElementTree.py:554(__init__)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:52(_QtGuiWrapper)
        1    0.000    0.000    0.000    0.000 qobjectcreator.py:56(_QtWidgetsWrapper)
        1    0.000    0.000    0.000    0.000 <string>:50(moduleInformation)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)


